day,time,name,lat,lng,depth,m
2016/04/16,4:29:37,熊本県阿蘇地方,32.918,131.067,-9,3.3
2016/04/16,4:29:47,大分県中部,33.268,131.334,-8,2.3
2016/04/16,4:29:57,熊本県熊本地方,32.833,130.833,-9,2.5
2016/04/16,4:30:35,大分県中部,33.3,131.501,-8,3.4
2016/04/16,4:30:47,熊本県阿蘇地方,32.968,131.084,-13,2.5
2016/04/16,4:31:15,熊本県阿蘇地方,32.983,131.102,-10,2.4
2016/04/16,4:32:19,熊本県熊本地方,32.784,130.767,-16,3.3
2016/04/16,4:33:24,熊本県阿蘇地方,32.969,131.1,-11,2.8
2016/04/16,4:34:20,熊本県阿蘇地方,32.969,131.068,-12,3
2016/04/16,4:34:24,熊本県熊本地方,32.786,130.835,-6,3.4
2016/04/16,4:34:47,熊本県阿蘇地方,33.019,131.184,-12,3.6
2016/04/16,4:35:12,熊本県阿蘇地方,33.019,131.185,-12,3.1
2016/04/16,4:35:53,熊本県熊本地方,32.719,130.769,-10,2.8
2016/04/16,4:36:16,熊本県熊本地方,32.683,130.719,-12,2.5
2016/04/16,4:36:41,熊本県熊本地方,32.867,130.884,-11,2
2016/04/16,4:37:17,熊本県阿蘇地方,32.953,131.086,-4,2.5
2016/04/16,4:37:19,熊本県熊本地方,32.736,130.734,-12,2.6
2016/04/16,4:37:48,熊本県阿蘇地方,33.052,131.135,-11,2.9
2016/04/16,4:38:58,大分県中部,33.267,131.385,-5,2.4
2016/04/16,4:40:03,熊本県阿蘇地方,32.969,131.052,-11,2.1
2016/04/16,4:40:29,大分県中部,33.269,131.335,-6,2.2
2016/04/16,4:40:33,熊本県熊本地方,32.733,130.617,-7,2.8
2016/04/16,4:40:43,大分県中部,33.303,131.467,-4,1.8
2016/04/16,4:42:05,熊本県熊本地方,32.685,130.734,-13,3.4
2016/04/16,4:42:23,熊本県熊本地方,32.834,130.884,-10,3
2016/04/16,4:42:34,大分県中部,33.268,131.351,-9,2.3
2016/04/16,4:43:22,熊本県阿蘇地方,33.018,131.184,-13,3
2016/04/16,4:43:56,熊本県熊本地方,32.651,130.703,-13,3.3
2016/04/16,4:44:23,熊本県熊本地方,32.785,130.719,-9,1.9
2016/04/16,4:44:33,大分県中部,33.269,131.318,-8,1.9
2016/04/16,4:44:51,大分県中部,33.267,131.367,-11,2.2
2016/04/16,4:45:26,熊本県阿蘇地方,33.001,131.201,-6,3
2016/04/16,4:46:57,熊本県阿蘇地方,32.969,131.05,-9,3
2016/04/16,4:46:58,熊本県熊本地方,32.667,130.702,-6,2.6
2016/04/16,4:47:07,熊本県阿蘇地方,33.102,131.152,-9,3.1
2016/04/16,4:48:54,熊本県阿蘇地方,33.019,131.184,-9,3.2
2016/04/16,4:49:46,熊本県熊本地方,32.668,130.702,-12,2.6
2016/04/16,4:50:03,熊本県阿蘇地方,33.067,131.118,-9,2.5
2016/04/16,4:50:31,熊本県阿蘇地方,33.001,131.134,-11,2.4
2016/04/16,4:50:39,大分県中部,33.3,131.485,-4,1.8
2016/04/16,4:51:25,熊本県熊本地方,32.751,130.75,-14,4.3
2016/04/16,4:52:07,熊本県熊本地方,32.717,130.718,-18,3.3
2016/04/16,4:52:33,熊本県熊本地方,32.786,130.818,-10,3
2016/04/16,4:53:22,熊本県熊本地方,32.867,130.868,-12,2.1
2016/04/16,4:53:23,大分県中部,33.252,131.334,-8,2
2016/04/16,4:53:50,熊本県阿蘇地方,32.968,131.069,-11,2.7
2016/04/16,4:54:31,熊本県熊本地方,32.669,130.669,-7,2.5
2016/04/16,4:54:32,熊本県阿蘇地方,33.017,131.086,-10,2.4
2016/04/16,4:54:48,熊本県阿蘇地方,33.019,131.186,-12,2.6
2016/04/16,4:55:11,熊本県阿蘇地方,32.968,131.069,-10,2.1
2016/04/16,4:55:47,大分県中部,33.284,131.367,-9,2.7
2016/04/16,4:56:14,熊本県熊本地方,32.767,130.75,-14,2.5
2016/04/16,4:57:54,熊本県阿蘇地方,33.018,131.153,-12,3.6
2016/04/16,4:58:35,熊本県阿蘇地方,32.952,131.035,-10,2.2
2016/04/16,4:58:43,熊本県熊本地方,32.668,130.703,-13,2.4
2016/04/16,4:58:45,熊本県阿蘇地方,32.984,131.086,-12,3.3
2016/04/16,4:58:54,大分県西部,33.201,131.269,-10,2.9
2016/04/16,4:58:55,熊本県熊本地方,32.735,130.752,-16,3.2
2016/04/16,4:59:53,熊本県阿蘇地方,32.967,131.085,-10,2.5
2016/04/16,5:00:05,大分県中部,33.284,131.468,-2,1.8
2016/04/16,5:01:14,大分県中部,33.302,131.451,-7,1.5
2016/04/16,5:01:40,熊本県阿蘇地方,32.968,131.083,-12,3.3
2016/04/16,5:03:06,熊本県熊本地方,32.735,130.769,-10,2.9
2016/04/16,5:03:12,伊予灘,33.334,131.535,-4,1.8
2016/04/16,5:04:16,熊本県熊本地方,32.702,130.785,-8,2.8
2016/04/16,5:05:20,熊本県熊本地方,32.684,130.818,-5,2.1
2016/04/16,5:05:26,熊本県熊本地方,32.852,130.869,-12,2.5
2016/04/16,5:05:53,熊本県熊本地方,32.667,130.717,-12,2.9
2016/04/16,5:06:16,大分県中部,33.268,131.351,-6,2.5
2016/04/16,5:06:49,熊本県熊本地方,32.852,130.9,-11,2.3
2016/04/16,5:06:58,熊本県阿蘇地方,32.984,131.086,-12,2.7
2016/04/16,5:07:50,熊本県熊本地方,32.736,130.751,-14,3
2016/04/16,5:07:59,熊本県阿蘇地方,32.952,131.053,-10,3.3
2016/04/16,5:09:30,熊本県熊本地方,32.833,130.817,-14,2.4
2016/04/16,5:09:39,大分県中部,33.252,131.351,-8,2
2016/04/16,5:09:56,熊本県熊本地方,32.684,130.683,-10,2.5
2016/04/16,5:11:14,熊本県熊本地方,32.819,130.835,-11,2.5
2016/04/16,5:11:59,熊本県阿蘇地方,33.119,131.168,-8,3.6
2016/04/16,5:12:41,熊本県熊本地方,32.785,130.768,-15,3.4
2016/04/16,5:14:58,熊本県熊本地方,32.65,130.717,-6,3.4
2016/04/16,5:15:30,大分県中部,33.236,131.368,-9,3.2
2016/04/16,5:16:12,大分県中部,33.3,131.467,-5,1.5
2016/04/16,5:16:13,熊本県阿蘇地方,32.969,131.103,-9,2.7
2016/04/16,5:16:42,熊本県阿蘇地方,33.019,131.184,-7,3.5
2016/04/16,5:17:21,大分県中部,33.268,131.368,-9,3
2016/04/16,5:19:03,熊本県熊本地方,32.851,130.868,-14,2.4
2016/04/16,5:19:22,熊本県阿蘇地方,33.118,131.167,-8,3.1
2016/04/16,5:20:41,熊本県熊本地方,32.783,130.768,-12,2.8
2016/04/16,5:20:48,大分県中部,33.286,131.484,-7,3.3
2016/04/16,5:20:55,熊本県阿蘇地方,32.9,131.019,-11,2.5
2016/04/16,5:22:37,熊本県熊本地方,32.652,130.718,-8,3.3
2016/04/16,5:22:56,大分県中部,33.285,131.468,-5,2
2016/04/16,5:23:48,熊本県熊本地方,32.784,130.768,-12,3.6
2016/04/16,5:23:51,大分県中部,33.318,131.453,-3,1.1
2016/04/16,5:25:42,熊本県熊本地方,32.652,130.702,-8,2.9
2016/04/16,5:25:57,熊本県阿蘇地方,32.951,131.084,-9,3
2016/04/16,5:27:24,熊本県熊本地方,32.75,130.751,-14,3.6
2016/04/16,5:28:53,大分県中部,33.269,131.336,-8,2.4
2016/04/16,5:29:10,熊本県阿蘇地方,32.967,131.117,-11,2.6
2016/04/16,5:29:34,熊本県熊本地方,32.735,130.667,-13,2.2
2016/04/16,5:29:52,大分県中部,33.267,131.368,-7,2.2
2016/04/16,5:29:54,熊本県熊本地方,32.751,130.8,-5,2.2
2016/04/16,5:30:56,熊本県熊本地方,32.834,130.852,-13,2.4
2016/04/16,5:31:45,熊本県熊本地方,32.818,130.801,-15,2.8
2016/04/16,5:33:16,熊本県阿蘇地方,33.118,131.168,-8,2.9
2016/04/16,5:34:14,熊本県熊本地方,32.535,130.702,-6,4.2
2016/04/16,5:36:07,熊本県阿蘇地方,32.951,131.068,-9,2.3
2016/04/16,5:36:17,熊本県熊本地方,32.702,130.769,-9,2.8
2016/04/16,5:36:55,熊本県熊本地方,32.867,130.835,-15,2.5
2016/04/16,5:37:03,大分県中部,33.317,131.468,-3,1.6
2016/04/16,5:37:26,熊本県阿蘇地方,33,131.102,-10,3.1
2016/04/16,5:37:36,熊本県熊本地方,32.703,130.769,-9,3.2
2016/04/16,5:39:00,大分県中部,33.285,131.383,-7,2.1
2016/04/16,5:39:27,熊本県熊本地方,32.8,130.718,-2,1.7
2016/04/16,5:40:43,熊本県阿蘇地方,32.986,131.102,-10,2.7
2016/04/16,5:41:28,大分県中部,33.251,131.351,-9,2.5
2016/04/16,5:42:59,熊本県阿蘇地方,32.967,131.002,-11,2.4
2016/04/16,5:43:23,熊本県熊本地方,32.768,130.768,-11,3.4
2016/04/16,5:44:49,熊本県熊本地方,32.717,130.767,-9,2.6
2016/04/16,5:48:02,熊本県熊本地方,32.852,130.902,-12,2.5
2016/04/16,5:49:28,大分県中部,33.235,131.334,-10,2
2016/04/16,5:49:38,熊本県熊本地方,32.703,130.768,-13,3.5
2016/04/16,5:50:46,熊本県熊本地方,32.634,130.718,-4,1.5
2016/04/16,5:52:51,熊本県阿蘇地方,33.002,131.151,-9,4.2
2016/04/16,5:54:14,大分県中部,33.235,131.384,-10,3.3
2016/04/16,5:55:13,熊本県阿蘇地方,32.953,131.101,-9,2.6
2016/04/16,5:55:21,大分県中部,33.252,131.367,-10,2.7
2016/04/16,5:56:42,大分県中部,33.269,131.383,-7,2.9
2016/04/16,5:57:03,熊本県阿蘇地方,33.033,131.2,-10,2.7
2016/04/16,5:57:35,熊本県熊本地方,32.636,130.734,-9,3.3
2016/04/16,5:58:27,大分県中部,33.251,131.368,-9,2.9
2016/04/16,5:58:44,熊本県熊本地方,32.668,130.734,-11,2.7
2016/04/16,5:58:57,熊本県阿蘇地方,32.95,131.083,-9,2.6
2016/04/16,5:59:45,熊本県阿蘇地方,33.018,131.168,-6,2.2
2016/04/16,6:00:38,大分県中部,33.268,131.335,-7,1.8
2016/04/16,6:02:52,熊本県阿蘇地方,32.952,131.102,-9,3.9
2016/04/16,6:03:40,大分県中部,33.283,131.334,-7,3
2016/04/16,6:04:45,熊本県阿蘇地方,32.967,131.1,-10,2.3
2016/04/16,6:04:57,大分県中部,33.252,131.319,-7,2
2016/04/16,6:05:08,熊本県熊本地方,32.652,130.703,-6,2
2016/04/16,6:06:23,大分県中部,33.234,131.384,-9,2.2
2016/04/16,6:09:08,熊本県熊本地方,32.669,130.703,-12,2.5
2016/04/16,6:09:55,熊本県阿蘇地方,32.952,131.084,-10,2.4
2016/04/16,6:10:33,熊本県熊本地方,32.769,130.768,-12,2.5
2016/04/16,6:10:47,熊本県阿蘇地方,32.918,131.067,-10,1.6
2016/04/16,6:11:28,熊本県阿蘇地方,33.053,131.135,-12,4.1
2016/04/16,6:12:42,熊本県阿蘇地方,32.933,131.051,-8,2.9
2016/04/16,6:12:55,熊本県熊本地方,32.701,130.769,-8,3.2
2016/04/16,6:13:39,熊本県阿蘇地方,33.067,131.135,-11,2.6
2016/04/16,6:14:00,熊本県熊本地方,32.835,130.867,-13,2.6
2016/04/16,6:14:35,熊本県阿蘇地方,33.053,131.136,-12,2.9
2016/04/16,6:14:56,熊本県熊本地方,32.786,130.769,-16,3.7
2016/04/16,6:17:02,熊本県熊本地方,32.702,130.751,-12,2.9
2016/04/16,6:18:31,熊本県熊本地方,32.719,130.767,-11,2.6
2016/04/16,6:18:44,熊本県阿蘇地方,32.935,131.067,-11,2.4
2016/04/16,6:20:00,熊本県阿蘇地方,33.001,131.134,-13,2.9
2016/04/16,6:20:12,熊本県熊本地方,32.751,130.735,-10,3
2016/04/16,6:21:29,大分県中部,33.267,131.35,-8,2.6
2016/04/16,6:22:30,大分県中部,33.251,131.367,-9,2.7
2016/04/16,6:22:47,熊本県熊本地方,32.836,130.834,-11,2.8
2016/04/16,6:24:03,熊本県阿蘇地方,32.984,131.067,-11,3.2
2016/04/16,6:25:12,大分県中部,33.284,131.351,-8,2.6
2016/04/16,6:26:17,熊本県熊本地方,32.669,130.734,-10,2.5
2016/04/16,6:26:52,熊本県熊本地方,32.7,130.735,-13,2.9
2016/04/16,6:27:24,熊本県熊本地方,32.668,130.734,-10,2.7
2016/04/16,6:28:31,熊本県阿蘇地方,33.018,131.184,-8,2.3
2016/04/16,6:28:43,熊本県熊本地方,32.786,130.801,-13,3.1
2016/04/16,6:29:52,熊本県熊本地方,32.767,130.719,-10,1.6
2016/04/16,6:30:03,大分県中部,33.284,131.451,-9,1.4
2016/04/16,6:31:02,熊本県阿蘇地方,33.117,131.169,-10,3.4
2016/04/16,6:32:09,熊本県熊本地方,32.669,130.736,-12,2.9
2016/04/16,6:32:24,熊本県熊本地方,32.834,130.867,-12,2.7
2016/04/16,6:32:36,熊本県阿蘇地方,32.984,131.068,-12,2.5
2016/04/16,6:33:06,熊本県熊本地方,32.701,130.753,-9,2.3
2016/04/16,6:33:41,熊本県熊本地方,32.852,130.85,-13,2.2
2016/04/16,6:34:27,熊本県熊本地方,32.653,130.718,-12,3.4
2016/04/16,6:35:04,大分県中部,33.284,131.401,-7,2.7
2016/04/16,6:35:47,熊本県熊本地方,32.769,130.734,-13,2.1
2016/04/16,6:35:57,熊本県阿蘇地方,32.95,131.067,-10,2.4
2016/04/16,6:37:02,熊本県熊本地方,32.834,130.852,-11,2.5
2016/04/16,6:37:23,大分県中部,33.286,131.486,-6,2
2016/04/16,6:39:01,熊本県熊本地方,32.668,130.717,-10,2.1
2016/04/16,6:39:48,熊本県熊本地方,32.635,130.701,-3,1.5
2016/04/16,6:39:59,熊本県阿蘇地方,32.985,131.085,-9,4.5
2016/04/16,6:41:17,熊本県熊本地方,32.718,130.769,-8,2.4
2016/04/16,6:42:44,熊本県熊本地方,32.636,130.684,-5,2
2016/04/16,6:43:26,熊本県熊本地方,32.852,130.85,-12,2.5
2016/04/16,6:44:14,熊本県阿蘇地方,33,131.101,-8,3.3
2016/04/16,6:44:58,大分県中部,33.25,131.368,-8,2.1
2016/04/16,6:45:50,大分県中部,33.285,131.468,-7,2.4
2016/04/16,6:46:18,熊本県阿蘇地方,32.969,131.068,-9,2.4
2016/04/16,6:50:20,大分県中部,33.268,131.368,-8,2.7
2016/04/16,6:51:30,大分県中部,33.267,131.352,-9,3.2
2016/04/16,6:52:44,熊本県熊本地方,32.65,130.719,-4,2.1
2016/04/16,6:53:05,熊本県阿蘇地方,32.903,131.069,-8,1.5
2016/04/16,6:54:22,熊本県阿蘇地方,32.95,131.051,-10,2.4
2016/04/16,6:54:36,大分県中部,33.268,131.367,-7,2.6
2016/04/16,6:54:59,大分県中部,33.285,131.468,-7,1.4
2016/04/16,6:55:39,熊本県阿蘇地方,32.984,131.084,-10,2.8
2016/04/16,6:56:14,大分県中部,33.268,131.383,-8,2.4
2016/04/16,6:57:39,大分県中部,33.253,131.319,-10,2.8
2016/04/16,6:57:43,大分県西部,33.119,131.184,-10,3.3
2016/04/16,6:58:48,熊本県阿蘇地方,32.969,131.1,-8,2.1
2016/04/16,6:59:19,大分県中部,33.284,131.434,-2,1.8
2016/04/16,6:59:57,熊本県阿蘇地方,32.951,131.05,-9,2
2016/04/16,7:00:29,熊本県熊本地方,32.717,130.751,-13,2.4
2016/04/16,7:01:21,熊本県阿蘇地方,32.968,131.101,-11,3.8
2016/04/16,7:02:26,熊本県阿蘇地方,32.984,131.084,-9,2.1
2016/04/16,7:03:07,大分県中部,33.251,131.335,-10,2.2
2016/04/16,7:03:07,熊本県熊本地方,32.767,130.768,-15,3
2016/04/16,7:04:25,熊本県熊本地方,32.669,130.736,-11,3.1
2016/04/16,7:04:27,大分県中部,33.286,131.484,-6,3.1
2016/04/16,7:05:45,大分県中部,33.284,131.468,-6,1.5
2016/04/16,7:06:14,熊本県阿蘇地方,32.951,131.117,-10,3.5
2016/04/16,7:06:45,熊本県熊本地方,32.669,130.717,-13,2.7
2016/04/16,7:07:42,大分県中部,33.285,131.468,-7,1.7
2016/04/16,7:07:46,熊本県阿蘇地方,33.052,131.15,-11,2.8
2016/04/16,7:08:31,熊本県熊本地方,32.684,130.703,-14,3
2016/04/16,7:09:49,熊本県阿蘇地方,32.967,131.068,-10,2.7
2016/04/16,7:10:02,大分県中部,33.252,131.367,-8,2.6
2016/04/16,7:10:25,熊本県熊本地方,32.686,130.702,-17,3.1
2016/04/16,7:11:37,大分県中部,33.267,131.385,-6,5.4
2016/04/16,7:12:46,熊本県阿蘇地方,32.934,131.101,-10,2.8
2016/04/16,7:13:09,大分県中部,33.253,131.369,-10,2.9
2016/04/16,7:13:13,熊本県熊本地方,32.683,130.703,-11,2.4
2016/04/16,7:13:30,熊本県熊本地方,32.451,130.602,-11,3.2
2016/04/16,7:14:00,大分県中部,33.269,131.402,-8,2.8
2016/04/16,7:14:35,熊本県熊本地方,32.684,130.75,-11,2.3
2016/04/16,7:14:42,大分県中部,33.286,131.468,-3,2.7
2016/04/16,7:15:22,熊本県阿蘇地方,33.035,131.201,-7,2.5
2016/04/16,7:15:34,大分県中部,33.269,131.417,-7,3.2
2016/04/16,7:16:07,熊本県熊本地方,32.734,130.685,-9,1.8
2016/04/16,7:16:07,大分県中部,33.269,131.351,-9,2.5
2016/04/16,7:16:49,熊本県熊本地方,32.769,130.769,-13,2.7
2016/04/16,7:16:54,大分県中部,33.267,131.369,-6,2.1
2016/04/16,7:17:34,大分県中部,33.269,131.433,-6,2.7
2016/04/16,7:18:15,大分県中部,33.269,131.403,-9,2.2
2016/04/16,7:21:37,大分県中部,33.286,131.452,-4,3.2
2016/04/16,7:21:57,熊本県熊本地方,32.769,130.751,-14,2.4
2016/04/16,7:22:23,大分県中部,33.285,131.45,-4,3.2
2016/04/16,7:22:54,大分県中部,33.269,131.418,-3,3.1
2016/04/16,7:23:54,熊本県熊本地方,32.784,130.768,-12,4.8
2016/04/16,7:25:08,大分県中部,33.269,131.418,-5,2.7
2016/04/16,7:25:11,熊本県阿蘇地方,32.918,131.035,-6,2.4
2016/04/16,7:25:15,熊本県熊本地方,32.652,130.718,-7,不明
2016/04/16,7:25:45,熊本県熊本地方,32.702,130.734,-13,2.8
2016/04/16,7:26:19,熊本県阿蘇地方,33,131.218,-7,2.6
2016/04/16,7:27:32,大分県中部,33.284,131.434,-6,2.9
2016/04/16,7:28:07,熊本県熊本地方,32.65,130.702,-6,2.9
2016/04/16,7:28:17,大分県中部,33.267,131.335,-8,2.8
2016/04/16,7:29:05,熊本県阿蘇地方,33.119,131.168,-7,2.7
2016/04/16,7:29:55,大分県中部,33.269,131.419,-4,3.4
2016/04/16,7:29:56,熊本県熊本地方,32.869,130.952,-10,2.8
2016/04/16,7:30:28,熊本県熊本地方,32.734,130.767,-12,2.3
2016/04/16,7:31:01,熊本県阿蘇地方,32.984,131.018,-10,2.2
2016/04/16,7:31:15,大分県中部,33.284,131.385,-8,2.6
2016/04/16,7:31:37,大分県中部,33.284,131.401,-6,2.5
2016/04/16,7:33:25,大分県中部,33.269,131.386,-8,2.5
2016/04/16,7:35:01,熊本県阿蘇地方,32.852,131.119,-3,2.6
2016/04/16,7:37:50,熊本県熊本地方,32.734,130.767,-11,2.6
2016/04/16,7:38:21,熊本県阿蘇地方,33.118,131.168,-6,2.7
2016/04/16,7:39:12,熊本県熊本地方,32.717,130.769,-10,2.8
2016/04/16,7:40:11,熊本県阿蘇地方,33,131.103,-9,1.9
2016/04/16,7:40:43,熊本県熊本地方,32.768,130.768,-13,2.6
2016/04/16,7:40:55,大分県中部,33.267,131.4,-4,2.7
2016/04/16,7:41:02,熊本県阿蘇地方,32.969,131.101,-10,2.3
2016/04/16,7:42:33,熊本県熊本地方,32.768,130.735,-11,4.2
2016/04/16,7:43:19,熊本県阿蘇地方,32.933,131.052,-9,3.1
2016/04/16,7:43:58,大分県中部,33.268,131.385,-7,2.5
2016/04/16,7:44:48,大分県中部,33.317,131.467,-9,1.9
2016/04/16,7:45:53,熊本県熊本地方,32.769,130.735,-11,2.4
2016/04/16,7:47:58,熊本県阿蘇地方,32.968,131.085,-10,2.4
2016/04/16,7:48:13,大分県中部,33.25,131.334,-7,2.5
2016/04/16,7:48:45,大分県中部,33.283,131.451,-4,1.5
2016/04/16,7:49:26,熊本県阿蘇地方,32.967,131.101,-10,3.6
2016/04/16,7:50:42,熊本県阿蘇地方,33.002,131.153,-7,2.9
2016/04/16,7:52:48,熊本県熊本地方,32.736,130.752,-13,2.3
2016/04/16,7:53:09,大分県中部,33.301,131.452,-4,1.6
2016/04/16,7:53:22,熊本県阿蘇地方,32.968,131.068,-9,2.4
2016/04/16,7:54:09,熊本県阿蘇地方,33,131.102,-10,3.3
2016/04/16,7:55:00,大分県中部,33.268,131.336,-7,2.7
2016/04/16,7:56:06,熊本県阿蘇地方,32.902,131.05,-7,2.1
2016/04/16,7:57:21,熊本県熊本地方,32.619,130.734,-5,3.9
2016/04/16,7:58:20,熊本県阿蘇地方,32.952,131.051,-11,2.4
2016/04/16,7:58:40,熊本県熊本地方,32.668,130.701,-14,2.6
2016/04/16,7:58:46,大分県中部,33.317,131.401,-7,3.2
2016/04/16,7:58:47,熊本県阿蘇地方,33.017,131.168,-7,3
2016/04/16,7:59:03,熊本県熊本地方,32.834,130.867,-10,2.7
2016/04/16,8:00:04,熊本県熊本地方,32.851,130.884,-13,2.1
2016/04/16,8:00:58,大分県中部,33.285,131.485,-9,2.2
2016/04/16,8:01:08,熊本県熊本地方,32.75,130.785,-7,2
2016/04/16,8:01:30,大分県中部,33.251,131.369,-4,1.9
2016/04/16,8:02:30,大分県中部,33.269,131.434,-3,2.5
2016/04/16,8:02:48,熊本県熊本地方,32.652,130.717,-10,3.8
2016/04/16,8:03:18,熊本県阿蘇地方,33.002,131.153,-6,2.6
2016/04/16,8:04:12,熊本県熊本地方,32.718,130.785,-17,2.7
2016/04/16,8:04:38,熊本県熊本地方,32.669,130.717,-15,3
2016/04/16,8:05:23,熊本県熊本地方,32.884,130.901,-14,2.5
2016/04/16,8:05:25,大分県中部,33.269,131.383,-6,2
2016/04/16,8:06:33,熊本県熊本地方,32.834,130.835,-11,2.1
2016/04/16,8:08:33,大分県中部,33.268,131.385,-9,2.6
2016/04/16,8:08:51,熊本県熊本地方,32.851,130.85,-11,3.9
2016/04/16,8:11:04,大分県中部,33.286,131.468,-5,1.5
2016/04/16,8:11:14,熊本県熊本地方,32.651,130.702,-5,1.7
2016/04/16,8:12:40,熊本県熊本地方,32.702,130.702,-11,2.1
2016/04/16,8:13:34,大分県中部,33.285,131.467,-6,2.3
2016/04/16,8:13:50,熊本県阿蘇地方,32.935,131.068,-7,2.7
2016/04/16,8:16:09,熊本県阿蘇地方,32.967,131.084,-10,2.2
2016/04/16,8:20:05,大分県中部,33.285,131.467,-7,3.2
2016/04/16,8:20:42,熊本県熊本地方,32.7,130.669,-12,4.6
2016/04/16,8:22:03,熊本県阿蘇地方,32.969,131.085,-8,3.3
2016/04/16,8:22:29,熊本県熊本地方,32.784,130.8,-10,3.1
2016/04/16,8:23:36,大分県中部,33.286,131.501,-6,3.1
2016/04/16,8:24:08,熊本県熊本地方,32.818,130.8,-14,2.9
2016/04/16,8:24:33,大分県中部,33.284,131.45,-6,1.8
2016/04/16,8:26:14,熊本県熊本地方,32.869,130.885,-13,2.7
2016/04/16,8:26:47,熊本県熊本地方,32.669,130.768,-7,2.6
2016/04/16,8:27:00,大分県中部,33.269,131.384,-7,3.7
2016/04/16,8:29:07,熊本県熊本地方,32.835,130.867,-11,2.5
2016/04/16,8:30:59,大分県中部,33.283,131.452,-6,1.4
2016/04/16,8:31:30,熊本県熊本地方,32.651,130.734,-4,2.3
2016/04/16,8:32:02,熊本県阿蘇地方,32.968,131.086,-11,2.8
2016/04/16,8:32:31,熊本県熊本地方,32.636,130.719,-9,3.1
2016/04/16,8:35:31,大分県中部,33.235,131.319,-9,2
2016/04/16,8:36:51,熊本県熊本地方,32.817,130.818,-12,2.3
2016/04/16,8:38:06,大分県中部,33.268,131.384,-7,2.3
2016/04/16,8:38:50,熊本県熊本地方,32.452,130.602,-11,2.9
2016/04/16,8:39:02,熊本県熊本地方,32.684,130.734,-14,3
2016/04/16,8:43:01,熊本県熊本地方,32.769,130.735,-11,2.6
2016/04/16,8:43:21,熊本県阿蘇地方,32.968,131.101,-9,2.7
2016/04/16,8:45:33,熊本県阿蘇地方,32.984,131.084,-11,2.9
2016/04/16,8:45:48,熊本県熊本地方,32.734,130.753,-13,3.1
2016/04/16,8:47:46,熊本県熊本地方,32.852,130.851,-15,2.2
2016/04/16,8:49:15,熊本県熊本地方,32.784,130.768,-11,2.8
2016/04/16,8:50:22,熊本県熊本地方,32.635,130.669,-10,3
2016/04/16,8:51:44,熊本県熊本地方,32.868,130.884,-11,1.9
2016/04/16,8:52:33,熊本県熊本地方,32.768,130.817,-12,2.3
2016/04/16,8:54:01,熊本県熊本地方,32.702,130.701,-12,2.3
2016/04/16,8:55:45,大分県中部,33.3,131.351,-9,2.7
2016/04/16,8:57:11,熊本県熊本地方,32.652,130.735,-4,2.1
2016/04/16,8:57:30,熊本県熊本地方,32.635,130.717,-7,2.6
2016/04/16,8:58:07,熊本県阿蘇地方,32.935,131.103,-8,2.3
2016/04/16,8:58:40,熊本県熊本地方,32.652,130.719,-9,2.4
2016/04/16,8:59:09,熊本県阿蘇地方,32.984,131.102,-8,2.5
2016/04/16,9:00:08,熊本県熊本地方,32.65,130.734,-8,2.4
2016/04/16,9:00:20,熊本県熊本地方,32.702,130.718,-11,2.2
2016/04/16,9:00:51,熊本県熊本地方,32.767,130.785,-11,2.4
2016/04/16,9:01:55,熊本県熊本地方,32.685,130.719,-14,2.9
2016/04/16,9:02:24,熊本県熊本地方,32.719,130.717,-10,2.2
2016/04/16,9:02:33,大分県中部,33.286,131.469,-6,2.4
2016/04/16,9:02:44,熊本県熊本地方,32.684,130.685,-4,2.3
2016/04/16,9:03:20,熊本県熊本地方,32.801,130.734,-8,2
2016/04/16,9:05:06,熊本県熊本地方,32.785,130.718,-1,1.6
2016/04/16,9:06:18,大分県中部,33.267,131.417,-4,2.4
2016/04/16,9:08:51,熊本県熊本地方,32.784,130.786,-12,2.8
2016/04/16,9:09:42,熊本県熊本地方,32.701,130.752,-11,2.5
2016/04/16,9:11:57,熊本県阿蘇地方,32.935,131.036,-11,2.9
2016/04/16,9:12:47,熊本県熊本地方,32.834,130.851,-13,2.7
2016/04/16,9:14:04,大分県中部,33.268,131.402,-7,2.6
2016/04/16,9:15:20,熊本県熊本地方,32.736,130.717,-11,2.1
2016/04/16,9:16:28,熊本県熊本地方,32.535,130.65,-7,4.5
2016/04/16,9:17:50,熊本県熊本地方,32.75,130.735,-15,2.7
2016/04/16,9:18:26,熊本県阿蘇地方,32.985,131.102,-9,3.9
2016/04/16,9:19:20,大分県中部,33.234,131.318,-8,2.7
2016/04/16,9:24:11,大分県中部,33.284,131.452,-3,2.2
2016/04/16,9:24:36,熊本県阿蘇地方,32.986,131.102,-10,2.5
2016/04/16,9:24:51,熊本県熊本地方,32.834,130.885,-12,2.3
2016/04/16,9:26:25,熊本県阿蘇地方,33.018,131.184,-8,3.4
2016/04/16,9:27:12,熊本県熊本地方,32.634,130.718,-9,2.2
2016/04/16,9:28:11,熊本県熊本地方,32.75,130.719,-12,3.4
2016/04/16,9:29:20,大分県西部,33.119,131.233,-4,2.3
2016/04/16,9:29:43,大分県中部,33.251,131.352,-10,1.8
2016/04/16,9:31:13,熊本県熊本地方,32.635,130.702,-7,3
2016/04/16,9:32:18,大分県中部,33.268,131.384,-7,1.9
2016/04/16,9:32:34,熊本県熊本地方,32.667,130.735,-9,2.3
